,Text,Analysis
27897,"Says opponent U.S. Rep. Gwen Moore is Wisconsins most absent member of Congress, missing nearly 17 percent of the House votes in the second quarter of 2012.",1
27898,Says Gov. Scott Walker dropped out or was kicked out of college short of a degree not long after he was kicked out of student elections at Marquette University.,1
27899,Eliminating affirmative action in admissions in Florida led to more African American and Hispanic kids attending our university system than before.,1
27900,"When it comes to transportation funds, Georgians spend more in taxes and on red tape than they get back from the federal government.",1
27901,Federal stimulus money went to a Georgia Tech project that will apparently involve the professor jamming with world-renowned musicians to hopefully also create satisfying works of art.,1
27903,"When these same Republicans - including Mr. Boehner - were in charge, the number of earmarks and pet projects went up, not down.",1
27907,Roy Barnes made Georgia dead last in education and Georgia led the nation in job losses.,0
27910,"Says hes arrested more criminals, including thousands of child predators and sex offenders, than any previous Texas attorney general.",1
27914,"In South Sudan, more teenage girls die in childbirth than finish high school.",1
27916,"U.S. Rep. Jim Langevin didn't want a border fence to block illegal immigration ""because he is afraid that someone will get hurt trying to go around the fence.""",0
27918,"Says in 2002, he won more Hispanic votes than Anglo votes, 60 percent in the state.",1
27919,"A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation.",1
27922,Texas has a higher unemployment rate than neighboring states.,1
27923,"The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.",1
27924,My supporters arent special interest groups in Madison and Milwaukee.,1
27925,"While 9,000 state employees were added to the states payroll, Oregons revenue forecasts dropped by more than $4 billion.",1
27927,"Dark money spending in the 2016 election cycle is 10 times what it was at the same point in the 2012 election cycle, when it topped $308 million.",0
27928,Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.,0
27929,The government is trying to now close the Lincoln Memorial for any kind of large gatherings.,1
27930,You know what (Saddam Hussein) did well? He killed terrorists.,0
27931,The average age of the minimum wage worker is 35 years old.,0
27933,More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.,1
27934,"There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.",1
27935,Says One of the states largest governments made charging this tax one of their top priorities just this year.,1
27941,"We had a three-hour debate, no discussion about the national debt, very little about the economy.",0
27942,Obama-Nelson economic record: Job creation ... at slowest post-recession rate since Great Depression.,1
27943,"Says Democrat Hank Gilbert has a criminal conviction for theft, has multiple years of unpaid taxes, has multiple tax liens and fines, unsafe driving convictions (and) has recently been accused of taking a bribe and is on record lying to the press this year about his criminal record.",0
27945,More women are graduating from college now than men.,1
27946,"We have 41,000 people right now on the waitlist for financial-based assistance for our tech colleges and universities, most of them for tech schools.",1
27948,"Says the stimulus bill sent tax credits overseas, such as half a billion to an electric car company that created hundreds of jobs in Finland.",0
27950,Says Donald Trump once suggested that he would try to negotiate down the national debt.,0
27951,"Says DonaldTrump got, you know, $1.8 billion worth of free media. I got, like, none.",1
27952,"When I withdrew in June of 2008, polls were showing that at least 40 percent of my supporters said, oh, they werent going to support Sen. Obama.",0
27953,Says Larry Taylor gave in-state tuition to illegal immigrants.,0
27955,The increase in the current state budget was greater than the inflation rate and the rate of population growth in Georgia.,1
27957,"When students leave our high schools and they go to the community college, 70-75 percent of them have to pay to take remedial math.",1
27958,"Of those 850,000 (new Texas) jobs, most were public-sector jobs and minimum-wage jobs.",1
27959,It is a fact that it costs more to run the schools in August.,1
27960,The problem with raising tax rates on the wealthiest Americans is that more than half of them are small business owners.,1
27961,"Franklin Roosevelt never allocated more than 12 percent of GDP to federal spending, while the percentage for Barack Obama is not projected to drop below 22.8 percent.",1
27963,"Ninety-six percent of failing schools are spending above $8,400, the average annual per student expenditure, and 26 percent spend considerably more than that.",1
27965,"Military spending cuts, known as the sequester, were President Barack Obamas idea.",0
27967,Clinton aides admit it (a gas tax holiday) won't do much for you but would help her politically.,1
27969,"First, he was in favor of my plan, now he's attacking it.",1
27970,Creflo Dollar needed a $65 million Gulfstream G650 to carry thousands of pounds of food and other supplies -- as well as the Word of God -- worldwide.,0
27976,"In one year, (President Obama) provided $90 billion in breaks to the green energy world into solar and wind, to Solyndra and Fisker and Tesla and Ener1.",0
27978,Youve been tremendously deceived by people who say the Earth is not flat.,1
27980,Hedge fund managers pay less in taxes than nurses and truck drivers.,0
27983,A proposal to reduce the deficit involved large tax cuts for the top bracket.,1
27985,"His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year.",0
27987,"In early voting in Miami-Dade County, there is a trickle of two or three people a day at a very high cost to keep those public libraries and polls open.",1
27990,"In just a few years in office, Sen. Obama has accumulated the most liberal voting record in the Senate.",1
27991,"Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.",0
